px,item,order,lifetime,tense,congruence,tt,gaze,rpd,region,region_num,rating,condition,rt_value,bio,critical,rating_px
10,5,55,living,Simple Future,Congruent,761,761,761,verb+4,6,6,livingSF,3463,Emma Thompson is a British actor. She lives in London.,"She *will appear* in popular* classic films *in the future*, supposedly.",3.875
10,5,55,living,Simple Future,Congruent,NA,NA,NA,end,7,6,livingSF,3463,Emma Thompson is a British actor. She lives in London.,"She *will appear* in popular* classic films *in the future*, supposedly.",3.875
10,46,57,dead,Simple Future,Incongruent,181,181,181,verb-1,1,1,deadSF,2762,Charlie Chaplin was a British director. He died in Switzerland.,"He *will sell* popular* screenplays *in the future*, no doubt.",3.875
10,46,57,dead,Simple Future,Incongruent,303,303,303,verb,2,1,deadSF,2762,Charlie Chaplin was a British director. He died in Switzerland.,"He *will sell* popular* screenplays *in the future*, no doubt.",3.875
10,46,57,dead,Simple Future,Incongruent,392,392,392,verb+1,3,1,deadSF,2762,Charlie Chaplin was a British director. He died in Switzerland.,"He *will sell* popular* screenplays *in the future*, no doubt.",3.875
10,46,57,dead,Simple Future,Incongruent,273,273,273,verb+2,4,1,deadSF,2762,Charlie Chaplin was a British director. He died in Switzerland.,"He *will sell* popular* screenplays *in the future*, no doubt.",3.875
10,46,57,dead,Simple Future,Incongruent,565,381,381,verb+3,5,1,deadSF,2762,Charlie Chaplin was a British director. He died in Switzerland.,"He *will sell* popular* screenplays *in the future*, no doubt.",3.875
10,46,57,dead,Simple Future,Incongruent,806,652,990,verb+4,6,1,deadSF,2762,Charlie Chaplin was a British director. He died in Switzerland.,"He *will sell* popular* screenplays *in the future*, no doubt.",3.875
10,46,57,dead,Simple Future,Incongruent,NA,NA,NA,end,7,1,deadSF,2762,Charlie Chaplin was a British director. He died in Switzerland.,"He *will sell* popular* screenplays *in the future*, no doubt.",3.875
10,66,60,dead,Simple Future,Incongruent,221,221,221,verb-1,1,1,deadSF,2128,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *will write* well-known* speeches *in the future*, apparently.",3.875
10,66,60,dead,Simple Future,Incongruent,349,349,349,verb,2,1,deadSF,2128,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *will write* well-known* speeches *in the future*, apparently.",3.875
10,66,60,dead,Simple Future,Incongruent,228,228,228,verb+1,3,1,deadSF,2128,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *will write* well-known* speeches *in the future*, apparently.",3.875
10,66,60,dead,Simple Future,Incongruent,272,272,272,verb+2,4,1,deadSF,2128,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *will write* well-known* speeches *in the future*, apparently.",3.875
10,66,60,dead,Simple Future,Incongruent,384,384,384,verb+3,5,1,deadSF,2128,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *will write* well-known* speeches *in the future*, apparently.",3.875
10,66,60,dead,Simple Future,Incongruent,478,478,478,verb+4,6,1,deadSF,2128,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *will write* well-known* speeches *in the future*, apparently.",3.875
10,66,60,dead,Simple Future,Incongruent,NA,NA,NA,end,7,1,deadSF,2128,Martin Luther King Jr. was an American author. He died in Tennessee.,"He *will write* well-known* speeches *in the future*, apparently.",3.875
10,80,62,dead,Present Perfect,Incongruent,192,192,192,verb-1,1,3,deadPP,4276,Princess Diana was a British royal. She died in Paris.,"She *has worked* with important* charities *in the past*, apparently.",3.875
10,80,62,dead,Present Perfect,Incongruent,877,227,227,verb,2,3,deadPP,4276,Princess Diana was a British royal. She died in Paris.,"She *has worked* with important* charities *in the past*, apparently.",3.875
10,80,62,dead,Present Perfect,Incongruent,673,334,334,verb+1,3,3,deadPP,4276,Princess Diana was a British royal. She died in Paris.,"She *has worked* with important* charities *in the past*, apparently.",3.875
10,80,62,dead,Present Perfect,Incongruent,233,233,233,verb+2,4,3,deadPP,4276,Princess Diana was a British royal. She died in Paris.,"She *has worked* with important* charities *in the past*, apparently.",3.875
10,80,62,dead,Present Perfect,Incongruent,1198,1198,1198,verb+3,5,3,deadPP,4276,Princess Diana was a British royal. She died in Paris.,"She *has worked* with important* charities *in the past*, apparently.",3.875
10,80,62,dead,Present Perfect,Incongruent,382,382,1371,verb+4,6,3,deadPP,4276,Princess Diana was a British royal. She died in Paris.,"She *has worked* with important* charities *in the past*, apparently.",3.875
10,80,62,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,3,deadPP,4276,Princess Diana was a British royal. She died in Paris.,"She *has worked* with important* charities *in the past*, apparently.",3.875
10,14,65,dead,Simple Future,Incongruent,206,206,206,verb-1,1,2,deadSF,2086,Mary Tyler Moore was an American actor. She died in Connecticut.,"She *will perform* in well-received* sitcoms *in the future*, supposedly.",3.875
10,14,65,dead,Simple Future,Incongruent,252,252,252,verb,2,2,deadSF,2086,Mary Tyler Moore was an American actor. She died in Connecticut.,"She *will perform* in well-received* sitcoms *in the future*, supposedly.",3.875
10,14,65,dead,Simple Future,Incongruent,468,468,468,verb+1,3,2,deadSF,2086,Mary Tyler Moore was an American actor. She died in Connecticut.,"She *will perform* in well-received* sitcoms *in the future*, supposedly.",3.875
10,14,65,dead,Simple Future,Incongruent,289,289,289,verb+2,4,2,deadSF,2086,Mary Tyler Moore was an American actor. She died in Connecticut.,"She *will perform* in well-received* sitcoms *in the future*, supposedly.",3.875
10,14,65,dead,Simple Future,Incongruent,340,340,340,verb+3,5,2,deadSF,2086,Mary Tyler Moore was an American actor. She died in Connecticut.,"She *will perform* in well-received* sitcoms *in the future*, supposedly.",3.875
10,14,65,dead,Simple Future,Incongruent,307,307,307,verb+4,6,2,deadSF,2086,Mary Tyler Moore was an American actor. She died in Connecticut.,"She *will perform* in well-received* sitcoms *in the future*, supposedly.",3.875
10,14,65,dead,Simple Future,Incongruent,NA,NA,NA,end,7,2,deadSF,2086,Mary Tyler Moore was an American actor. She died in Connecticut.,"She *will perform* in well-received* sitcoms *in the future*, supposedly.",3.875
10,55,68,living,Present Perfect,Congruent,229,229,229,verb-1,1,6,livingPP,2426,Amy Schumer is American actor. She lives in New York.,"She *has starred* in numerous* comedies *in the past*, no doubt.",3.875
10,55,68,living,Present Perfect,Congruent,806,806,806,verb,2,6,livingPP,2426,Amy Schumer is American actor. She lives in New York.,"She *has starred* in numerous* comedies *in the past*, no doubt.",3.875
10,55,68,living,Present Perfect,Congruent,240,240,240,verb+1,3,6,livingPP,2426,Amy Schumer is American actor. She lives in New York.,"She *has starred* in numerous* comedies *in the past*, no doubt.",3.875
10,55,68,living,Present Perfect,Congruent,253,253,253,verb+2,4,6,livingPP,2426,Amy Schumer is American actor. She lives in New York.,"She *has starred* in numerous* comedies *in the past*, no doubt.",3.875
10,55,68,living,Present Perfect,Congruent,262,262,262,verb+3,5,6,livingPP,2426,Amy Schumer is American actor. She lives in New York.,"She *has starred* in numerous* comedies *in the past*, no doubt.",3.875
10,55,68,living,Present Perfect,Congruent,377,377,377,verb+4,6,6,livingPP,2426,Amy Schumer is American actor. She lives in New York.,"She *has starred* in numerous* comedies *in the past*, no doubt.",3.875
10,55,68,living,Present Perfect,Congruent,NA,NA,NA,end,7,6,livingPP,2426,Amy Schumer is American actor. She lives in New York.,"She *has starred* in numerous* comedies *in the past*, no doubt.",3.875
10,25,70,living,Simple Future,Congruent,445,445,445,verb-1,1,4,livingSF,3339,Simone Biles is an American athlete. She lives in Arizona.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",3.875
10,25,70,living,Simple Future,Congruent,979,440,440,verb,2,4,livingSF,3339,Simone Biles is an American athlete. She lives in Arizona.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",3.875
10,25,70,living,Simple Future,Congruent,562,144,1101,verb+1,3,4,livingSF,3339,Simone Biles is an American athlete. She lives in Arizona.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",3.875
10,25,70,living,Simple Future,Congruent,505,505,505,verb+2,4,4,livingSF,3339,Simone Biles is an American athlete. She lives in Arizona.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",3.875
10,25,70,living,Simple Future,Congruent,222,222,222,verb+3,5,4,livingSF,3339,Simone Biles is an American athlete. She lives in Arizona.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",3.875
10,25,70,living,Simple Future,Congruent,301,301,301,verb+4,6,4,livingSF,3339,Simone Biles is an American athlete. She lives in Arizona.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",3.875
10,25,70,living,Simple Future,Congruent,NA,NA,NA,end,7,4,livingSF,3339,Simone Biles is an American athlete. She lives in Arizona.,"She *will receive* well-deserved* Olympic Gold medals *in the future*, so it's said.",3.875
10,11,73,living,Present Perfect,Congruent,454,240,240,verb-1,1,7,livingPP,2796,Justin Timberlake is an American singer. He lives in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",3.875
10,11,73,living,Present Perfect,Congruent,578,354,792,verb,2,7,livingPP,2796,Justin Timberlake is an American singer. He lives in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",3.875
10,11,73,living,Present Perfect,Congruent,346,346,346,verb+1,3,7,livingPP,2796,Justin Timberlake is an American singer. He lives in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",3.875
10,11,73,living,Present Perfect,Congruent,471,471,471,verb+2,4,7,livingPP,2796,Justin Timberlake is an American singer. He lives in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",3.875
10,11,73,living,Present Perfect,Congruent,407,407,407,verb+3,5,7,livingPP,2796,Justin Timberlake is an American singer. He lives in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",3.875
10,11,73,living,Present Perfect,Congruent,275,275,275,verb+4,6,7,livingPP,2796,Justin Timberlake is an American singer. He lives in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",3.875
10,11,73,living,Present Perfect,Congruent,NA,NA,NA,end,7,7,livingPP,2796,Justin Timberlake is an American singer. He lives in Los Angeles.,"He *has performed* in numerous* packed stadiums *in the past*, supposedly.",3.875
10,71,75,living,Present Perfect,Congruent,491,491,491,verb-1,1,7,livingPP,2697,Nigella Lawson is a British television chef. She lives in London.,"She *has written* popular* cookbooks *in the past*, apparently.",3.875
10,71,75,living,Present Perfect,Congruent,640,328,328,verb,2,7,livingPP,2697,Nigella Lawson is a British television chef. She lives in London.,"She *has written* popular* cookbooks *in the past*, apparently.",3.875
10,71,75,living,Present Perfect,Congruent,569,221,881,verb+1,3,7,livingPP,2697,Nigella Lawson is a British television chef. She lives in London.,"She *has written* popular* cookbooks *in the past*, apparently.",3.875
10,71,75,living,Present Perfect,Congruent,194,194,194,verb+2,4,7,livingPP,2697,Nigella Lawson is a British television chef. She lives in London.,"She *has written* popular* cookbooks *in the past*, apparently.",3.875
10,71,75,living,Present Perfect,Congruent,308,308,308,verb+3,5,7,livingPP,2697,Nigella Lawson is a British television chef. She lives in London.,"She *has written* popular* cookbooks *in the past*, apparently.",3.875
10,71,75,living,Present Perfect,Congruent,146,146,146,verb+4,6,7,livingPP,2697,Nigella Lawson is a British television chef. She lives in London.,"She *has written* popular* cookbooks *in the past*, apparently.",3.875
10,71,75,living,Present Perfect,Congruent,NA,NA,NA,end,7,7,livingPP,2697,Nigella Lawson is a British television chef. She lives in London.,"She *has written* popular* cookbooks *in the past*, apparently.",3.875
10,72,78,dead,Present Perfect,Incongruent,453,237,237,verb-1,1,6,deadPP,4791,Marie Curie was a French-Polish physicist and chemist. She died in Paris.,"She *has written* important* scientific papers *in the past*, apparently.",3.875
10,72,78,dead,Present Perfect,Incongruent,677,200,200,verb,2,6,deadPP,4791,Marie Curie was a French-Polish physicist and chemist. She died in Paris.,"She *has written* important* scientific papers *in the past*, apparently.",3.875
10,72,78,dead,Present Perfect,Incongruent,642,223,383,verb+1,3,6,deadPP,4791,Marie Curie was a French-Polish physicist and chemist. She died in Paris.,"She *has written* important* scientific papers *in the past*, apparently.",3.875
10,72,78,dead,Present Perfect,Incongruent,1227,236,374,verb+2,4,6,deadPP,4791,Marie Curie was a French-Polish physicist and chemist. She died in Paris.,"She *has written* important* scientific papers *in the past*, apparently.",3.875
10,72,78,dead,Present Perfect,Incongruent,714,331,2519,verb+3,5,6,deadPP,4791,Marie Curie was a French-Polish physicist and chemist. She died in Paris.,"She *has written* important* scientific papers *in the past*, apparently.",3.875
10,72,78,dead,Present Perfect,Incongruent,360,360,360,verb+4,6,6,deadPP,4791,Marie Curie was a French-Polish physicist and chemist. She died in Paris.,"She *has written* important* scientific papers *in the past*, apparently.",3.875
10,72,78,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,6,deadPP,4791,Marie Curie was a French-Polish physicist and chemist. She died in Paris.,"She *has written* important* scientific papers *in the past*, apparently.",3.875
10,65,81,living,Simple Future,Congruent,226,226,226,verb-1,1,6,livingSF,1782,Steven Spielberg is an American director. He lives in Los Angeles.,"He *will write* important* box office hits *in the future*, apparently.",3.875
10,65,81,living,Simple Future,Congruent,182,182,182,verb,2,6,livingSF,1782,Steven Spielberg is an American director. He lives in Los Angeles.,"He *will write* important* box office hits *in the future*, apparently.",3.875
10,65,81,living,Simple Future,Congruent,410,410,410,verb+1,3,6,livingSF,1782,Steven Spielberg is an American director. He lives in Los Angeles.,"He *will write* important* box office hits *in the future*, apparently.",3.875
10,65,81,living,Simple Future,Congruent,346,172,172,verb+2,4,6,livingSF,1782,Steven Spielberg is an American director. He lives in Los Angeles.,"He *will write* important* box office hits *in the future*, apparently.",3.875
10,65,81,living,Simple Future,Congruent,398,173,572,verb+3,5,6,livingSF,1782,Steven Spielberg is an American director. He lives in Los Angeles.,"He *will write* important* box office hits *in the future*, apparently.",3.875
10,65,81,living,Simple Future,Congruent,NA,NA,NA,verb+4,6,6,livingSF,1782,Steven Spielberg is an American director. He lives in Los Angeles.,"He *will write* important* box office hits *in the future*, apparently.",3.875
10,65,81,living,Simple Future,Congruent,NA,NA,NA,end,7,6,livingSF,1782,Steven Spielberg is an American director. He lives in Los Angeles.,"He *will write* important* box office hits *in the future*, apparently.",3.875
10,22,83,dead,Simple Future,Incongruent,229,229,229,verb-1,1,2,deadSF,3469,David Bowie was a British singer. He died in New York.,"He *will play* numerous* concerts *in the future*, so it's said.",3.875
10,22,83,dead,Simple Future,Incongruent,694,441,441,verb,2,2,deadSF,3469,David Bowie was a British singer. He died in New York.,"He *will play* numerous* concerts *in the future*, so it's said.",3.875
10,22,83,dead,Simple Future,Incongruent,593,348,348,verb+1,3,2,deadSF,3469,David Bowie was a British singer. He died in New York.,"He *will play* numerous* concerts *in the future*, so it's said.",3.875
10,22,83,dead,Simple Future,Incongruent,298,298,298,verb+2,4,2,deadSF,3469,David Bowie was a British singer. He died in New York.,"He *will play* numerous* concerts *in the future*, so it's said.",3.875
10,22,83,dead,Simple Future,Incongruent,537,537,537,verb+3,5,2,deadSF,3469,David Bowie was a British singer. He died in New York.,"He *will play* numerous* concerts *in the future*, so it's said.",3.875
10,22,83,dead,Simple Future,Incongruent,622,622,1120,verb+4,6,2,deadSF,3469,David Bowie was a British singer. He died in New York.,"He *will play* numerous* concerts *in the future*, so it's said.",3.875
10,22,83,dead,Simple Future,Incongruent,NA,NA,NA,end,7,2,deadSF,3469,David Bowie was a British singer. He died in New York.,"He *will play* numerous* concerts *in the future*, so it's said.",3.875
10,70,86,dead,Simple Future,Incongruent,216,216,216,verb-1,1,2,deadSF,1654,Dolores O'Riordan was an Irish singer. She died in London.,"She *will write* popular* hit songs *in the future*, apparently.",3.875
10,70,86,dead,Simple Future,Incongruent,181,181,181,verb,2,2,deadSF,1654,Dolores O'Riordan was an Irish singer. She died in London.,"She *will write* popular* hit songs *in the future*, apparently.",3.875
10,70,86,dead,Simple Future,Incongruent,185,185,185,verb+1,3,2,deadSF,1654,Dolores O'Riordan was an Irish singer. She died in London.,"She *will write* popular* hit songs *in the future*, apparently.",3.875
10,70,86,dead,Simple Future,Incongruent,389,389,389,verb+2,4,2,deadSF,1654,Dolores O'Riordan was an Irish singer. She died in London.,"She *will write* popular* hit songs *in the future*, apparently.",3.875
10,70,86,dead,Simple Future,Incongruent,205,205,205,verb+3,5,2,deadSF,1654,Dolores O'Riordan was an Irish singer. She died in London.,"She *will write* popular* hit songs *in the future*, apparently.",3.875
10,70,86,dead,Simple Future,Incongruent,322,322,322,verb+4,6,2,deadSF,1654,Dolores O'Riordan was an Irish singer. She died in London.,"She *will write* popular* hit songs *in the future*, apparently.",3.875
10,70,86,dead,Simple Future,Incongruent,NA,NA,NA,end,7,2,deadSF,1654,Dolores O'Riordan was an Irish singer. She died in London.,"She *will write* popular* hit songs *in the future*, apparently.",3.875
10,44,88,dead,Present Perfect,Incongruent,248,248,248,verb-1,1,7,deadPP,2177,Nina Simone was an American singer. She died in Marseilles.,"She *has sold* critically acclaimed* records *in the past*, no doubt.",3.875
10,44,88,dead,Present Perfect,Incongruent,174,174,174,verb,2,7,deadPP,2177,Nina Simone was an American singer. She died in Marseilles.,"She *has sold* critically acclaimed* records *in the past*, no doubt.",3.875
10,44,88,dead,Present Perfect,Incongruent,485,485,485,verb+1,3,7,deadPP,2177,Nina Simone was an American singer. She died in Marseilles.,"She *has sold* critically acclaimed* records *in the past*, no doubt.",3.875
10,44,88,dead,Present Perfect,Incongruent,259,259,259,verb+2,4,7,deadPP,2177,Nina Simone was an American singer. She died in Marseilles.,"She *has sold* critically acclaimed* records *in the past*, no doubt.",3.875
10,44,88,dead,Present Perfect,Incongruent,297,297,297,verb+3,5,7,deadPP,2177,Nina Simone was an American singer. She died in Marseilles.,"She *has sold* critically acclaimed* records *in the past*, no doubt.",3.875
10,44,88,dead,Present Perfect,Incongruent,328,328,328,verb+4,6,7,deadPP,2177,Nina Simone was an American singer. She died in Marseilles.,"She *has sold* critically acclaimed* records *in the past*, no doubt.",3.875
10,44,88,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,7,deadPP,2177,Nina Simone was an American singer. She died in Marseilles.,"She *has sold* critically acclaimed* records *in the past*, no doubt.",3.875
10,57,91,living,Simple Future,Congruent,579,223,223,verb-1,1,7,livingSF,2698,Vladimir Putin is a Russian politician. He lives near Moscow.,"He *will win* important* elections *in the future*, no doubt.",3.875
10,57,91,living,Simple Future,Congruent,459,156,530,verb,2,7,livingSF,2698,Vladimir Putin is a Russian politician. He lives near Moscow.,"He *will win* important* elections *in the future*, no doubt.",3.875
10,57,91,living,Simple Future,Congruent,435,194,194,verb+1,3,7,livingSF,2698,Vladimir Putin is a Russian politician. He lives near Moscow.,"He *will win* important* elections *in the future*, no doubt.",3.875
10,57,91,living,Simple Future,Congruent,367,173,893,verb+2,4,7,livingSF,2698,Vladimir Putin is a Russian politician. He lives near Moscow.,"He *will win* important* elections *in the future*, no doubt.",3.875
10,57,91,living,Simple Future,Congruent,339,339,339,verb+3,5,7,livingSF,2698,Vladimir Putin is a Russian politician. He lives near Moscow.,"He *will win* important* elections *in the future*, no doubt.",3.875
10,57,91,living,Simple Future,Congruent,141,141,141,verb+4,6,7,livingSF,2698,Vladimir Putin is a Russian politician. He lives near Moscow.,"He *will win* important* elections *in the future*, no doubt.",3.875
10,57,91,living,Simple Future,Congruent,NA,NA,NA,end,7,7,livingSF,2698,Vladimir Putin is a Russian politician. He lives near Moscow.,"He *will win* important* elections *in the future*, no doubt.",3.875
10,68,94,dead,Present Perfect,Incongruent,210,210,210,verb-1,1,6,deadPP,3778,John Lennon was a British singer. He died in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",3.875
10,68,94,dead,Present Perfect,Incongruent,713,357,357,verb,2,6,deadPP,3778,John Lennon was a British singer. He died in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",3.875
10,68,94,dead,Present Perfect,Incongruent,499,315,315,verb+1,3,6,deadPP,3778,John Lennon was a British singer. He died in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",3.875
10,68,94,dead,Present Perfect,Incongruent,633,379,379,verb+2,4,6,deadPP,3778,John Lennon was a British singer. He died in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",3.875
10,68,94,dead,Present Perfect,Incongruent,421,421,421,verb+3,5,6,deadPP,3778,John Lennon was a British singer. He died in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",3.875
10,68,94,dead,Present Perfect,Incongruent,569,441,1363,verb+4,6,6,deadPP,3778,John Lennon was a British singer. He died in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",3.875
10,68,94,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,6,deadPP,3778,John Lennon was a British singer. He died in New York.,"He *has written* well-known* folk songs *in the past*, apparently.",3.875
10,28,96,dead,Present Perfect,Incongruent,243,243,243,verb-1,1,6,deadPP,3795,Sir Christopher Lee was a British actor. He died in London.,"He *has received* prestigious* acting awards *in the past*, so it's said.",3.875
10,28,96,dead,Present Perfect,Incongruent,1053,350,350,verb,2,6,deadPP,3795,Sir Christopher Lee was a British actor. He died in London.,"He *has received* prestigious* acting awards *in the past*, so it's said.",3.875
10,28,96,dead,Present Perfect,Incongruent,385,385,385,verb+1,3,6,deadPP,3795,Sir Christopher Lee was a British actor. He died in London.,"He *has received* prestigious* acting awards *in the past*, so it's said.",3.875
10,28,96,dead,Present Perfect,Incongruent,485,348,348,verb+2,4,6,deadPP,3795,Sir Christopher Lee was a British actor. He died in London.,"He *has received* prestigious* acting awards *in the past*, so it's said.",3.875
10,28,96,dead,Present Perfect,Incongruent,451,159,588,verb+3,5,6,deadPP,3795,Sir Christopher Lee was a British actor. He died in London.,"He *has received* prestigious* acting awards *in the past*, so it's said.",3.875
10,28,96,dead,Present Perfect,Incongruent,539,539,1242,verb+4,6,6,deadPP,3795,Sir Christopher Lee was a British actor. He died in London.,"He *has received* prestigious* acting awards *in the past*, so it's said.",3.875
10,28,96,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,6,deadPP,3795,Sir Christopher Lee was a British actor. He died in London.,"He *has received* prestigious* acting awards *in the past*, so it's said.",3.875
10,56,99,dead,Present Perfect,Incongruent,199,199,199,verb-1,1,6,deadPP,1829,Judy Garland was an American actor. She died in London.,"She *has starred* in well-received* films *in the past*, no doubt.",3.875
10,56,99,dead,Present Perfect,Incongruent,224,224,224,verb,2,6,deadPP,1829,Judy Garland was an American actor. She died in London.,"She *has starred* in well-received* films *in the past*, no doubt.",3.875
10,56,99,dead,Present Perfect,Incongruent,486,486,486,verb+1,3,6,deadPP,1829,Judy Garland was an American actor. She died in London.,"She *has starred* in well-received* films *in the past*, no doubt.",3.875
10,56,99,dead,Present Perfect,Incongruent,195,195,195,verb+2,4,6,deadPP,1829,Judy Garland was an American actor. She died in London.,"She *has starred* in well-received* films *in the past*, no doubt.",3.875
10,56,99,dead,Present Perfect,Incongruent,322,322,322,verb+3,5,6,deadPP,1829,Judy Garland was an American actor. She died in London.,"She *has starred* in well-received* films *in the past*, no doubt.",3.875
10,56,99,dead,Present Perfect,Incongruent,216,216,216,verb+4,6,6,deadPP,1829,Judy Garland was an American actor. She died in London.,"She *has starred* in well-received* films *in the past*, no doubt.",3.875
10,56,99,dead,Present Perfect,Incongruent,NA,NA,NA,end,7,6,deadPP,1829,Judy Garland was an American actor. She died in London.,"She *has starred* in well-received* films *in the past*, no doubt.",3.875
10,63,101,living,Present Perfect,Congruent,265,265,265,verb-1,1,5,livingPP,1981,Jacinda Ardern is a New Zealand politician. She lives in Wellington.,"She *has won* well-deserved* re-elections *in the past*, apparently.",3.875
10,63,101,living,Present Perfect,Congruent,375,183,183,verb,2,5,livingPP,1981,Jacinda Ardern is a New Zealand politician. She lives in Wellington.,"She *has won* well-deserved* re-elections *in the past*, apparently.",3.875
10,63,101,living,Present Perfect,Congruent,275,275,467,verb+1,3,5,livingPP,1981,Jacinda Ardern is a New Zealand politician. She lives in Wellington.,"She *has won* well-deserved* re-elections *in the past*, apparently.",3.875
10,63,101,living,Present Perfect,Congruent,322,322,322,verb+2,4,5,livingPP,1981,Jacinda Ardern is a New Zealand politician. She lives in Wellington.,"She *has won* well-deserved* re-elections *in the past*, apparently.",3.875
10,63,101,living,Present Perfect,Congruent,363,363,363,verb+3,5,5,livingPP,1981,Jacinda Ardern is a New Zealand politician. She lives in Wellington.,"She *has won* well-deserved* re-elections *in the past*, apparently.",3.875
10,63,101,living,Present Perfect,Congruent,144,144,144,verb+4,6,5,livingPP,1981,Jacinda Ardern is a New Zealand politician. She lives in Wellington.,"She *has won* well-deserved* re-elections *in the past*, apparently.",3.875
10,63,101,living,Present Perfect,Congruent,NA,NA,NA,end,7,5,livingPP,1981,Jacinda Ardern is a New Zealand politician. She lives in Wellington.,"She *has won* well-deserved* re-elections *in the past*, apparently.",3.875
10,61,104,living,Simple Future,Congruent,291,291,291,verb-1,1,5,livingSF,2119,Dame Judy Dench is a British actor. She lives in London.,"She *will win* prestigious* accolades *in the future*, apparently.",3.875
10,61,104,living,Simple Future,Congruent,214,214,214,verb,2,5,livingSF,2119,Dame Judy Dench is a British actor. She lives in London.,"She *will win* prestigious* accolades *in the future*, apparently.",3.875
10,61,104,living,Simple Future,Congruent,423,423,423,verb+1,3,5,livingSF,2119,Dame Judy Dench is a British actor. She lives in London.,"She *will win* prestigious* accolades *in the future*, apparently.",3.875
10,61,104,living,Simple Future,Congruent,440,281,281,verb+2,4,5,livingSF,2119,Dame Judy Dench is a British actor. She lives in London.,"She *will win* prestigious* accolades *in the future*, apparently.",3.875
10,61,104,living,Simple Future,Congruent,237,237,396,verb+3,5,5,livingSF,2119,Dame Judy Dench is a British actor. She lives in London.,"She *will win* prestigious* accolades *in the future*, apparently.",3.875
10,61,104,living,Simple Future,Congruent,242,242,242,verb+4,6,5,livingSF,2119,Dame Judy Dench is a British actor. She lives in London.,"She *will win* prestigious* accolades *in the future*, apparently.",3.875
10,61,104,living,Simple Future,Congruent,NA,NA,NA,end,7,5,livingSF,2119,Dame Judy Dench is a British actor. She lives in London.,"She *will win* prestigious* accolades *in the future*, apparently.",3.875
10,13,107,living,Simple Future,Congruent,215,215,215,verb-1,1,6,livingSF,1695,Beyoncé is an American singer. She lives in Los Angeles.,"She *will perform* in prestigious* arenas *in the future*, supposedly.",3.875
10,13,107,living,Simple Future,Congruent,217,217,217,verb,2,6,livingSF,1695,Beyoncé is an American singer. She lives in Los Angeles.,"She *will perform* in prestigious* arenas *in the future*, supposedly.",3.875
10,13,107,living,Simple Future,Congruent,469,469,469,verb+1,3,6,livingSF,1695,Beyoncé is an American singer. She lives in Los Angeles.,"She *will perform* in prestigious* arenas *in the future*, supposedly.",3.875
10,13,107,living,Simple Future,Congruent,266,266,266,verb+2,4,6,livingSF,1695,Beyoncé is an American singer. She lives in Los Angeles.,"She *will perform* in prestigious* arenas *in the future*, supposedly.",3.875
10,13,107,living,Simple Future,Congruent,253,253,253,verb+3,5,6,livingSF,1695,Beyoncé is an American singer. She lives in Los Angeles.,"She *will perform* in prestigious* arenas *in the future*, supposedly.",3.875
10,13,107,living,Simple Future,Congruent,96,96,96,verb+4,6,6,livingSF,1695,Beyoncé is an American singer. She lives in Los Angeles.,"She *will perform* in prestigious* arenas *in the future*, supposedly.",3.875
10,13,107,living,Simple Future,Congruent,NA,NA,NA,end,7,6,livingSF,1695,Beyoncé is an American singer. She lives in Los Angeles.,"She *will perform* in prestigious* arenas *in the future*, supposedly.",3.875
10,49,109,living,Simple Future,Congruent,248,248,248,verb-1,1,7,livingSF,1832,Brad Pitt is an American actor. He lives in Los Angeles.,"He *will star* in critically acclaimed* film productions *in the future*, no doubt.",3.875
10,49,109,living,Simple Future,Congruent,415,415,415,verb,2,7,livingSF,1832,Brad Pitt is an American actor. He lives in Los Angeles.,"He *will star* in critically acclaimed* film productions *in the future*, no doubt.",3.875
