px_code,trial,item,lifetime,tense,congruence,region,region_text,gaze,rpd,tt,first_fix,reg_in,reg_out,rt_ms,rating,bio,critical
P274,127,12,living,SF,+CON,verb,will perform,451,451,451,202,0,0,2287,7,Daniel Radcliffe is an English actor. He lives in New York.,"He will perform in well-received teen cult classics in the future, supposedly."
P274,127,12,living,SF,+CON,verb+1,in well-received,403,403,403,242,0,0,2287,7,Daniel Radcliffe is an English actor. He lives in New York.,"He will perform in well-received teen cult classics in the future, supposedly."
P274,127,12,living,SF,+CON,verb+2,teen cult classics,758,758,758,241,0,0,2287,7,Daniel Radcliffe is an English actor. He lives in New York.,"He will perform in well-received teen cult classics in the future, supposedly."
P274,127,12,living,SF,+CON,verb+3,in the future,343,343,343,243,0,0,2287,7,Daniel Radcliffe is an English actor. He lives in New York.,"He will perform in well-received teen cult classics in the future, supposedly."
P274,127,12,living,SF,+CON,verb+4,supposedly.,NA,NA,NA,0,0,0,2287,7,Daniel Radcliffe is an English actor. He lives in New York.,"He will perform in well-received teen cult classics in the future, supposedly."
P274,130,71,dead,SF,-CON,verb-1,She,195,195,195,195,0,0,1786,1,Julia Child was an American television chef. She died in California.,"She will write popular cookbooks in the future, apparently."
P274,130,71,dead,SF,-CON,verb,will write,436,436,618,133,1,0,1786,1,Julia Child was an American television chef. She died in California.,"She will write popular cookbooks in the future, apparently."
P274,130,71,dead,SF,-CON,verb+1,popular,153,153,153,153,0,0,1786,1,Julia Child was an American television chef. She died in California.,"She will write popular cookbooks in the future, apparently."
P274,130,71,dead,SF,-CON,verb+2,cookbooks,169,169,169,169,0,0,1786,1,Julia Child was an American television chef. She died in California.,"She will write popular cookbooks in the future, apparently."
P274,130,71,dead,SF,-CON,verb+3,in the future,342,524,342,244,0,1,1786,1,Julia Child was an American television chef. She died in California.,"She will write popular cookbooks in the future, apparently."
P274,130,71,dead,SF,-CON,verb+4,apparently.,NA,NA,NA,0,0,0,1786,1,Julia Child was an American television chef. She died in California.,"She will write popular cookbooks in the future, apparently."
P274,133,42,living,PP,+CON,verb-1,He,219,219,219,219,0,0,2971,7,George R.R. Martin is an American author. He lives in Santa Fe.,"He has sold well-received novels in the past, no doubt."
P274,133,42,living,PP,+CON,verb,has sold,272,272,760,151,1,0,2971,7,George R.R. Martin is an American author. He lives in Santa Fe.,"He has sold well-received novels in the past, no doubt."
P274,133,42,living,PP,+CON,verb+1,well-received,373,373,775,187,1,0,2971,7,George R.R. Martin is an American author. He lives in Santa Fe.,"He has sold well-received novels in the past, no doubt."
P274,133,42,living,PP,+CON,verb+2,novels,282,845,592,282,0,1,2971,7,George R.R. Martin is an American author. He lives in Santa Fe.,"He has sold well-received novels in the past, no doubt."
P274,133,42,living,PP,+CON,verb+3,in the past,258,895,258,258,0,1,2971,7,George R.R. Martin is an American author. He lives in Santa Fe.,"He has sold well-received novels in the past, no doubt."
P274,133,42,living,PP,+CON,verb+4,no doubt.,NA,NA,NA,0,0,0,2971,7,George R.R. Martin is an American author. He lives in Santa Fe.,"He has sold well-received novels in the past, no doubt."
P274,135,1,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,3130,7,Gene Kelly was an American actor. He died in Beverly Hills.,"He has appeared in numerous blockbusters in the past, supposedly."
P274,135,1,dead,PP,-CON,verb,has appeared,436,436,881,182,1,0,3130,7,Gene Kelly was an American actor. He died in Beverly Hills.,"He has appeared in numerous blockbusters in the past, supposedly."
P274,135,1,dead,PP,-CON,verb+1,in numerous,238,238,525,238,1,0,3130,7,Gene Kelly was an American actor. He died in Beverly Hills.,"He has appeared in numerous blockbusters in the past, supposedly."
P274,135,1,dead,PP,-CON,verb+2,blockbusters,384,384,384,384,0,0,3130,7,Gene Kelly was an American actor. He died in Beverly Hills.,"He has appeared in numerous blockbusters in the past, supposedly."
P274,135,1,dead,PP,-CON,verb+3,in the past,230,1158,426,230,0,1,3130,7,Gene Kelly was an American actor. He died in Beverly Hills.,"He has appeared in numerous blockbusters in the past, supposedly."
P274,135,1,dead,PP,-CON,verb+4,supposedly.,281,281,281,124,0,0,3130,7,Gene Kelly was an American actor. He died in Beverly Hills.,"He has appeared in numerous blockbusters in the past, supposedly."
P274,138,80,living,SF,+CON,verb-1,She,NA,NA,NA,0,0,0,2216,7,Kate Middleton is a British royal. She lives in London.,"She will work with important charities in the future, apparently."
P274,138,80,living,SF,+CON,verb,will work,351,351,718,186,1,0,2216,7,Kate Middleton is a British royal. She lives in London.,"She will work with important charities in the future, apparently."
P274,138,80,living,SF,+CON,verb+1,with important,239,239,398,239,0,0,2216,7,Kate Middleton is a British royal. She lives in London.,"She will work with important charities in the future, apparently."
P274,138,80,living,SF,+CON,verb+2,charities,350,350,350,350,0,0,2216,7,Kate Middleton is a British royal. She lives in London.,"She will work with important charities in the future, apparently."
P274,138,80,living,SF,+CON,verb+3,in the future,324,850,324,231,0,1,2216,7,Kate Middleton is a British royal. She lives in London.,"She will work with important charities in the future, apparently."
P274,138,80,living,SF,+CON,verb+4,apparently.,NA,NA,NA,0,0,0,2216,7,Kate Middleton is a British royal. She lives in London.,"She will work with important charities in the future, apparently."
P274,140,26,living,PP,+CON,verb-1,She,NA,NA,NA,0,0,0,3239,6,Emily Blunt is a British actor. She lives in Los Angeles.,"She has received well-deserved Oscar nominations in the past, so it's said."
P274,140,26,living,PP,+CON,verb,has received,490,490,490,236,0,0,3239,6,Emily Blunt is a British actor. She lives in Los Angeles.,"She has received well-deserved Oscar nominations in the past, so it's said."
P274,140,26,living,PP,+CON,verb+1,well-deserved,342,342,797,234,1,0,3239,6,Emily Blunt is a British actor. She lives in Los Angeles.,"She has received well-deserved Oscar nominations in the past, so it's said."
P274,140,26,living,PP,+CON,verb+2,Oscar nominations,175,175,936,175,1,0,3239,6,Emily Blunt is a British actor. She lives in Los Angeles.,"She has received well-deserved Oscar nominations in the past, so it's said."
P274,140,26,living,PP,+CON,verb+3,in the past,305,1521,305,305,0,1,3239,6,Emily Blunt is a British actor. She lives in Los Angeles.,"She has received well-deserved Oscar nominations in the past, so it's said."
P274,140,26,living,PP,+CON,verb+4,so it's said.,286,286,286,187,0,0,3239,6,Emily Blunt is a British actor. She lives in Los Angeles.,"She has received well-deserved Oscar nominations in the past, so it's said."
P274,143,32,living,SF,+CON,verb-1,She,195,195,195,195,0,0,2727,6,Helen Mirren is a British actor. She lives in London.,"She will receive well-deserved Golden Globes in the future, so it's said."
P274,143,32,living,SF,+CON,verb,will receive,571,571,571,179,0,0,2727,6,Helen Mirren is a British actor. She lives in London.,"She will receive well-deserved Golden Globes in the future, so it's said."
P274,143,32,living,SF,+CON,verb+1,well-deserved,268,268,771,268,1,0,2727,6,Helen Mirren is a British actor. She lives in London.,"She will receive well-deserved Golden Globes in the future, so it's said."
P274,143,32,living,SF,+CON,verb+2,Golden Globes,149,149,149,149,0,0,2727,6,Helen Mirren is a British actor. She lives in London.,"She will receive well-deserved Golden Globes in the future, so it's said."
P274,143,32,living,SF,+CON,verb+3,in the future,353,353,353,127,0,0,2727,6,Helen Mirren is a British actor. She lives in London.,"She will receive well-deserved Golden Globes in the future, so it's said."
P274,143,32,living,SF,+CON,verb+4,so it's said.,302,805,302,203,0,1,2727,6,Helen Mirren is a British actor. She lives in London.,"She will receive well-deserved Golden Globes in the future, so it's said."
P274,146,11,dead,SF,-CON,verb-1,He,NA,NA,NA,0,0,0,2377,1,Michael Jackson was an American singer. He died in Los Angeles.,"He will perform in numerous packed stadiums in the future, supposedly."
P274,146,11,dead,SF,-CON,verb,will perform,345,345,345,201,0,0,2377,1,Michael Jackson was an American singer. He died in Los Angeles.,"He will perform in numerous packed stadiums in the future, supposedly."
P274,146,11,dead,SF,-CON,verb+1,in numerous,382,382,382,170,0,0,2377,1,Michael Jackson was an American singer. He died in Los Angeles.,"He will perform in numerous packed stadiums in the future, supposedly."
P274,146,11,dead,SF,-CON,verb+2,packed stadiums,418,418,560,174,1,0,2377,1,Michael Jackson was an American singer. He died in Los Angeles.,"He will perform in numerous packed stadiums in the future, supposedly."
P274,146,11,dead,SF,-CON,verb+3,in the future,344,486,344,220,0,1,2377,1,Michael Jackson was an American singer. He died in Los Angeles.,"He will perform in numerous packed stadiums in the future, supposedly."
P274,146,11,dead,SF,-CON,verb+4,supposedly.,274,274,274,274,0,0,2377,1,Michael Jackson was an American singer. He died in Los Angeles.,"He will perform in numerous packed stadiums in the future, supposedly."
P274,148,18,living,PP,+CON,verb-1,She,208,208,208,208,0,0,1988,7,Maggie Smith is a British actor. She lives in London.,"She has played in prominent theatres in the past, supposedly."
P274,148,18,living,PP,+CON,verb,has played,233,233,233,233,0,0,1988,7,Maggie Smith is a British actor. She lives in London.,"She has played in prominent theatres in the past, supposedly."
P274,148,18,living,PP,+CON,verb+1,in prominent,307,307,307,307,0,0,1988,7,Maggie Smith is a British actor. She lives in London.,"She has played in prominent theatres in the past, supposedly."
P274,148,18,living,PP,+CON,verb+2,theatres,268,268,268,268,0,0,1988,7,Maggie Smith is a British actor. She lives in London.,"She has played in prominent theatres in the past, supposedly."
P274,148,18,living,PP,+CON,verb+3,in the past,417,417,417,417,0,0,1988,7,Maggie Smith is a British actor. She lives in London.,"She has played in prominent theatres in the past, supposedly."
P274,148,18,living,PP,+CON,verb+4,supposedly.,395,395,395,395,0,0,1988,7,Maggie Smith is a British actor. She lives in London.,"She has played in prominent theatres in the past, supposedly."
P274,151,48,living,SF,+CON,verb-1,She,185,185,311,185,1,0,4539,6,Kim Kardashian is an American personality. She lives in Los Angeles.,"She will sell popular perfumes in the future, no doubt."
P274,151,48,living,SF,+CON,verb,will sell,183,183,519,183,1,0,4539,6,Kim Kardashian is an American personality. She lives in Los Angeles.,"She will sell popular perfumes in the future, no doubt."
P274,151,48,living,SF,+CON,verb+1,popular,262,441,262,262,0,1,4539,6,Kim Kardashian is an American personality. She lives in Los Angeles.,"She will sell popular perfumes in the future, no doubt."
P274,151,48,living,SF,+CON,verb+2,perfumes,252,252,669,252,1,0,4539,6,Kim Kardashian is an American personality. She lives in Los Angeles.,"She will sell popular perfumes in the future, no doubt."
P274,151,48,living,SF,+CON,verb+3,in the future,634,849,835,184,0,1,4539,6,Kim Kardashian is an American personality. She lives in Los Angeles.,"She will sell popular perfumes in the future, no doubt."
P274,151,48,living,SF,+CON,verb+4,no doubt.,1094,1928,1242,233,0,1,4539,6,Kim Kardashian is an American personality. She lives in Los Angeles.,"She will sell popular perfumes in the future, no doubt."
P274,153,55,dead,SF,-CON,verb-1,She,NA,NA,NA,0,0,0,3952,1,Molly Sugden was a British actor. She died in Guildford.,"She will star in numerous comedies in the future, no doubt."
P274,153,55,dead,SF,-CON,verb,will star,206,206,206,206,0,0,3952,1,Molly Sugden was a British actor. She died in Guildford.,"She will star in numerous comedies in the future, no doubt."
P274,153,55,dead,SF,-CON,verb+1,in numerous,239,239,239,239,0,0,3952,1,Molly Sugden was a British actor. She died in Guildford.,"She will star in numerous comedies in the future, no doubt."
P274,153,55,dead,SF,-CON,verb+2,comedies,214,214,333,214,1,0,3952,1,Molly Sugden was a British actor. She died in Guildford.,"She will star in numerous comedies in the future, no doubt."
P274,153,55,dead,SF,-CON,verb+3,in the future,241,241,425,241,1,0,3952,1,Molly Sugden was a British actor. She died in Guildford.,"She will star in numerous comedies in the future, no doubt."
P274,153,55,dead,SF,-CON,verb+4,no doubt.,493,1793,1490,173,0,1,3952,1,Molly Sugden was a British actor. She died in Guildford.,"She will star in numerous comedies in the future, no doubt."
P274,156,70,living,PP,+CON,verb-1,She,NA,NA,NA,0,0,0,1657,7,Ariana Grande is an American singer. She lives in New York.,"She has written popular hit songs in the past, apparently."
P274,156,70,living,PP,+CON,verb,has written,537,537,537,172,0,0,1657,7,Ariana Grande is an American singer. She lives in New York.,"She has written popular hit songs in the past, apparently."
P274,156,70,living,PP,+CON,verb+1,popular,200,200,200,200,0,0,1657,7,Ariana Grande is an American singer. She lives in New York.,"She has written popular hit songs in the past, apparently."
P274,156,70,living,PP,+CON,verb+2,hit songs,194,194,194,194,0,0,1657,7,Ariana Grande is an American singer. She lives in New York.,"She has written popular hit songs in the past, apparently."
P274,156,70,living,PP,+CON,verb+3,in the past,348,348,348,214,0,0,1657,7,Ariana Grande is an American singer. She lives in New York.,"She has written popular hit songs in the past, apparently."
P274,156,70,living,PP,+CON,verb+4,apparently.,158,158,158,158,0,0,1657,7,Ariana Grande is an American singer. She lives in New York.,"She has written popular hit songs in the past, apparently."
P274,159,19,dead,SF,-CON,verb-1,He,NA,NA,NA,0,0,0,1791,1,Johan Cruyff was a Dutch athlete. He died in Barcelona.,"He will play on prominent football teams in the future, supposedly."
P274,159,19,dead,SF,-CON,verb,will play,531,531,531,208,0,0,1791,1,Johan Cruyff was a Dutch athlete. He died in Barcelona.,"He will play on prominent football teams in the future, supposedly."
P274,159,19,dead,SF,-CON,verb+1,on prominent,455,455,455,213,0,0,1791,1,Johan Cruyff was a Dutch athlete. He died in Barcelona.,"He will play on prominent football teams in the future, supposedly."
P274,159,19,dead,SF,-CON,verb+2,football teams,192,192,192,192,0,0,1791,1,Johan Cruyff was a Dutch athlete. He died in Barcelona.,"He will play on prominent football teams in the future, supposedly."
P274,159,19,dead,SF,-CON,verb+3,in the future,189,189,189,189,0,0,1791,1,Johan Cruyff was a Dutch athlete. He died in Barcelona.,"He will play on prominent football teams in the future, supposedly."
P274,159,19,dead,SF,-CON,verb+4,supposedly.,156,156,156,156,0,0,1791,1,Johan Cruyff was a Dutch athlete. He died in Barcelona.,"He will play on prominent football teams in the future, supposedly."
P274,161,3,dead,SF,-CON,verb-1,She,220,220,220,220,0,0,1709,1,Whitney Houston was an American singer. She died in Beverly Hills.,"She will appear in popular music videos in the future, supposedly."
P274,161,3,dead,SF,-CON,verb,will appear,386,386,386,211,0,0,1709,1,Whitney Houston was an American singer. She died in Beverly Hills.,"She will appear in popular music videos in the future, supposedly."
P274,161,3,dead,SF,-CON,verb+1,in popular,230,230,230,230,0,0,1709,1,Whitney Houston was an American singer. She died in Beverly Hills.,"She will appear in popular music videos in the future, supposedly."
P274,161,3,dead,SF,-CON,verb+2,music videos,213,213,213,213,0,0,1709,1,Whitney Houston was an American singer. She died in Beverly Hills.,"She will appear in popular music videos in the future, supposedly."
P274,161,3,dead,SF,-CON,verb+3,in the future,228,228,228,228,0,0,1709,1,Whitney Houston was an American singer. She died in Beverly Hills.,"She will appear in popular music videos in the future, supposedly."
P274,161,3,dead,SF,-CON,verb+4,supposedly.,256,256,256,256,0,0,1709,1,Whitney Houston was an American singer. She died in Beverly Hills.,"She will appear in popular music videos in the future, supposedly."
P274,164,65,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,2361,7,Alfred Hitchcock was a British director. He died in Los Angeles.,"He has written important box office hits in the past, apparently."
P274,164,65,dead,PP,-CON,verb,has written,513,513,914,217,1,0,2361,7,Alfred Hitchcock was a British director. He died in Los Angeles.,"He has written important box office hits in the past, apparently."
P274,164,65,dead,PP,-CON,verb+1,important,256,256,256,256,0,0,2361,7,Alfred Hitchcock was a British director. He died in Los Angeles.,"He has written important box office hits in the past, apparently."
P274,164,65,dead,PP,-CON,verb+2,box office hits,504,504,504,209,0,0,2361,7,Alfred Hitchcock was a British director. He died in Los Angeles.,"He has written important box office hits in the past, apparently."
P274,164,65,dead,PP,-CON,verb+3,in the past,176,577,176,176,0,1,2361,7,Alfred Hitchcock was a British director. He died in Los Angeles.,"He has written important box office hits in the past, apparently."
P274,164,65,dead,PP,-CON,verb+4,apparently.,142,142,142,142,0,0,2361,7,Alfred Hitchcock was a British director. He died in Los Angeles.,"He has written important box office hits in the past, apparently."
P274,166,17,dead,PP,-CON,verb-1,She,NA,NA,NA,0,0,0,2559,7,Ella Fitzgerald was an American singer. She died in Beverly Hills.,"She has played in notable stadiums in the past, supposedly."
P274,166,17,dead,PP,-CON,verb,has played,485,485,886,213,1,0,2559,7,Ella Fitzgerald was an American singer. She died in Beverly Hills.,"She has played in notable stadiums in the past, supposedly."
P274,166,17,dead,PP,-CON,verb+1,in notable,226,226,433,226,1,0,2559,7,Ella Fitzgerald was an American singer. She died in Beverly Hills.,"She has played in notable stadiums in the past, supposedly."
P274,166,17,dead,PP,-CON,verb+2,stadiums,348,348,348,348,0,0,2559,7,Ella Fitzgerald was an American singer. She died in Beverly Hills.,"She has played in notable stadiums in the past, supposedly."
P274,166,17,dead,PP,-CON,verb+3,in the past,311,919,311,227,0,1,2559,7,Ella Fitzgerald was an American singer. She died in Beverly Hills.,"She has played in notable stadiums in the past, supposedly."
P274,166,17,dead,PP,-CON,verb+4,supposedly.,NA,NA,NA,0,0,0,2559,7,Ella Fitzgerald was an American singer. She died in Beverly Hills.,"She has played in notable stadiums in the past, supposedly."
P274,169,20,living,SF,+CON,verb-1,He,NA,NA,NA,0,0,0,3281,7,Noel Gallagher is a British singer. He lives in London.,"He will play in notable rock bands in the future, supposedly."
P274,169,20,living,SF,+CON,verb,will play,499,499,853,266,1,0,3281,7,Noel Gallagher is a British singer. He lives in London.,"He will play in notable rock bands in the future, supposedly."
P274,169,20,living,SF,+CON,verb+1,in notable,492,492,822,492,1,0,3281,7,Noel Gallagher is a British singer. He lives in London.,"He will play in notable rock bands in the future, supposedly."
P274,169,20,living,SF,+CON,verb+2,rock bands,469,469,469,259,0,0,3281,7,Noel Gallagher is a British singer. He lives in London.,"He will play in notable rock bands in the future, supposedly."
P274,169,20,living,SF,+CON,verb+3,in the future,231,1111,427,231,0,1,3281,7,Noel Gallagher is a British singer. He lives in London.,"He will play in notable rock bands in the future, supposedly."
P274,169,20,living,SF,+CON,verb+4,supposedly.,177,177,177,177,0,0,3281,7,Noel Gallagher is a British singer. He lives in London.,"He will play in notable rock bands in the future, supposedly."
P274,172,15,dead,SF,-CON,verb-1,She,222,222,222,222,0,0,2432,1,Kathryn Hepburn was an American actor. She died in Connecticut.,"She will perform in critically acclaimed Hollywood productions in the future, supposedly."
P274,172,15,dead,SF,-CON,verb,will perform,318,318,627,187,1,0,2432,1,Kathryn Hepburn was an American actor. She died in Connecticut.,"She will perform in critically acclaimed Hollywood productions in the future, supposedly."
P274,172,15,dead,SF,-CON,verb+1,in critically acclaimed,213,903,594,213,0,1,2432,1,Kathryn Hepburn was an American actor. She died in Connecticut.,"She will perform in critically acclaimed Hollywood productions in the future, supposedly."
P274,172,15,dead,SF,-CON,verb+2,Hollywood productions,298,298,298,146,0,0,2432,1,Kathryn Hepburn was an American actor. She died in Connecticut.,"She will perform in critically acclaimed Hollywood productions in the future, supposedly."
P274,172,15,dead,SF,-CON,verb+3,in the future,120,120,120,120,0,0,2432,1,Kathryn Hepburn was an American actor. She died in Connecticut.,"She will perform in critically acclaimed Hollywood productions in the future, supposedly."
P274,172,15,dead,SF,-CON,verb+4,supposedly.,NA,NA,NA,0,0,0,2432,1,Kathryn Hepburn was an American actor. She died in Connecticut.,"She will perform in critically acclaimed Hollywood productions in the future, supposedly."
P274,174,53,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,4005,7,Robin Williams was an American actor. He died in California.,"He has starred in numerous stand-up specials in the past, no doubt."
P274,174,53,dead,PP,-CON,verb,has starred,831,831,1558,234,1,0,4005,7,Robin Williams was an American actor. He died in California.,"He has starred in numerous stand-up specials in the past, no doubt."
P274,174,53,dead,PP,-CON,verb+1,in numerous,236,236,615,236,1,0,4005,7,Robin Williams was an American actor. He died in California.,"He has starred in numerous stand-up specials in the past, no doubt."
P274,174,53,dead,PP,-CON,verb+2,stand-up specials,584,584,584,223,0,0,4005,7,Robin Williams was an American actor. He died in California.,"He has starred in numerous stand-up specials in the past, no doubt."
P274,174,53,dead,PP,-CON,verb+3,in the past,371,371,371,242,0,0,4005,7,Robin Williams was an American actor. He died in California.,"He has starred in numerous stand-up specials in the past, no doubt."
P274,174,53,dead,PP,-CON,verb+4,no doubt.,180,1286,180,180,0,1,4005,7,Robin Williams was an American actor. He died in California.,"He has starred in numerous stand-up specials in the past, no doubt."
P274,177,8,living,SF,+CON,verb-1,He,NA,NA,NA,0,0,0,2252,6,Jackie Chan is a Chinese actor. He lives in Hong Kong.,"He will appear in numerous kung-fu movies in the future, supposedly."
P274,177,8,living,SF,+CON,verb,will appear,330,330,330,181,0,0,2252,6,Jackie Chan is a Chinese actor. He lives in Hong Kong.,"He will appear in numerous kung-fu movies in the future, supposedly."
P274,177,8,living,SF,+CON,verb+1,in numerous,394,394,832,162,1,0,2252,6,Jackie Chan is a Chinese actor. He lives in Hong Kong.,"He will appear in numerous kung-fu movies in the future, supposedly."
P274,177,8,living,SF,+CON,verb+2,kung-fu movies,480,480,480,326,0,0,2252,6,Jackie Chan is a Chinese actor. He lives in Hong Kong.,"He will appear in numerous kung-fu movies in the future, supposedly."
P274,177,8,living,SF,+CON,verb+3,in the future,279,717,279,170,0,1,2252,6,Jackie Chan is a Chinese actor. He lives in Hong Kong.,"He will appear in numerous kung-fu movies in the future, supposedly."
P274,177,8,living,SF,+CON,verb+4,supposedly.,NA,NA,NA,0,0,0,2252,6,Jackie Chan is a Chinese actor. He lives in Hong Kong.,"He will appear in numerous kung-fu movies in the future, supposedly."
P274,179,27,dead,SF,-CON,verb-1,He,NA,NA,NA,0,0,0,4845,1,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He will receive important humanitarian awards in the future, so it's said."
P274,179,27,dead,SF,-CON,verb,will receive,864,864,1264,251,0,0,4845,1,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He will receive important humanitarian awards in the future, so it's said."
P274,179,27,dead,SF,-CON,verb+1,important,305,305,305,155,0,0,4845,1,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He will receive important humanitarian awards in the future, so it's said."
P274,179,27,dead,SF,-CON,verb+2,humanitarian awards,526,526,526,301,0,0,4845,1,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He will receive important humanitarian awards in the future, so it's said."
P274,179,27,dead,SF,-CON,verb+3,in the future,216,216,216,216,0,0,4845,1,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He will receive important humanitarian awards in the future, so it's said."
P274,179,27,dead,SF,-CON,verb+4,so it's said.,198,1207,684,198,0,1,4845,1,Mahatma Gandhi was an Indian activist. He died in New Delhi.,"He will receive important humanitarian awards in the future, so it's said."
P274,182,60,living,SF,+CON,verb-1,He,NA,NA,NA,0,0,0,1936,6,Jay-Z is an American singer. He lives in Los Angeles.,"He will win well-deserved Grammy Awards in the future, no doubt."
P274,182,60,living,SF,+CON,verb,will win,350,350,535,202,1,0,1936,6,Jay-Z is an American singer. He lives in Los Angeles.,"He will win well-deserved Grammy Awards in the future, no doubt."
P274,182,60,living,SF,+CON,verb+1,well-deserved,253,438,253,253,0,1,1936,6,Jay-Z is an American singer. He lives in Los Angeles.,"He will win well-deserved Grammy Awards in the future, no doubt."
P274,182,60,living,SF,+CON,verb+2,Grammy Awards,183,183,183,183,0,0,1936,6,Jay-Z is an American singer. He lives in Los Angeles.,"He will win well-deserved Grammy Awards in the future, no doubt."
P274,182,60,living,SF,+CON,verb+3,in the future,375,375,375,121,0,0,1936,6,Jay-Z is an American singer. He lives in Los Angeles.,"He will win well-deserved Grammy Awards in the future, no doubt."
P274,182,60,living,SF,+CON,verb+4,no doubt.,385,385,385,385,0,0,1936,6,Jay-Z is an American singer. He lives in Los Angeles.,"He will win well-deserved Grammy Awards in the future, no doubt."
P274,185,43,dead,SF,-CON,verb-1,She,210,210,210,210,0,0,1429,1,Maya Angelou was an American author. She died in North Carolina.,"She will sell well-received books in the future, no doubt."
P274,185,43,dead,SF,-CON,verb,will sell,184,184,302,184,1,0,1429,1,Maya Angelou was an American author. She died in North Carolina.,"She will sell well-received books in the future, no doubt."
P274,185,43,dead,SF,-CON,verb+1,well-received,165,283,165,165,0,1,1429,1,Maya Angelou was an American author. She died in North Carolina.,"She will sell well-received books in the future, no doubt."
P274,185,43,dead,SF,-CON,verb+2,books,279,279,279,279,0,0,1429,1,Maya Angelou was an American author. She died in North Carolina.,"She will sell well-received books in the future, no doubt."
P274,185,43,dead,SF,-CON,verb+3,in the future,213,213,213,213,0,0,1429,1,Maya Angelou was an American author. She died in North Carolina.,"She will sell well-received books in the future, no doubt."
P274,185,43,dead,SF,-CON,verb+4,no doubt.,154,154,154,154,0,0,1429,1,Maya Angelou was an American author. She died in North Carolina.,"She will sell well-received books in the future, no doubt."
P274,187,54,living,PP,+CON,verb-1,He,NA,NA,NA,0,0,0,2223,6,Denzel Washington is an American actor. He lives in Los Angeles.,"He has starred in well-received dramas in the past, no doubt."
P274,187,54,living,PP,+CON,verb,has starred,764,764,764,215,0,0,2223,6,Denzel Washington is an American actor. He lives in Los Angeles.,"He has starred in well-received dramas in the past, no doubt."
P274,187,54,living,PP,+CON,verb+1,in well-received,442,442,442,243,0,0,2223,6,Denzel Washington is an American actor. He lives in Los Angeles.,"He has starred in well-received dramas in the past, no doubt."
P274,187,54,living,PP,+CON,verb+2,dramas,169,169,169,169,0,0,2223,6,Denzel Washington is an American actor. He lives in Los Angeles.,"He has starred in well-received dramas in the past, no doubt."
P274,187,54,living,PP,+CON,verb+3,in the past,349,349,349,227,0,0,2223,6,Denzel Washington is an American actor. He lives in Los Angeles.,"He has starred in well-received dramas in the past, no doubt."
P274,187,54,living,PP,+CON,verb+4,no doubt.,120,120,120,120,0,0,2223,6,Denzel Washington is an American actor. He lives in Los Angeles.,"He has starred in well-received dramas in the past, no doubt."
P274,190,49,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,2405,6,Jimmy Stewart was an American actor. He died in Beverly Hills.,"He has starred in critically acclaimed film productions in the past, no doubt."
P274,190,49,dead,PP,-CON,verb,has starred,386,386,726,213,1,0,2405,6,Jimmy Stewart was an American actor. He died in Beverly Hills.,"He has starred in critically acclaimed film productions in the past, no doubt."
P274,190,49,dead,PP,-CON,verb+1,in critically acclaimed,217,846,506,217,0,1,2405,6,Jimmy Stewart was an American actor. He died in Beverly Hills.,"He has starred in critically acclaimed film productions in the past, no doubt."
P274,190,49,dead,PP,-CON,verb+2,film productions,397,397,397,181,0,0,2405,6,Jimmy Stewart was an American actor. He died in Beverly Hills.,"He has starred in critically acclaimed film productions in the past, no doubt."
P274,190,49,dead,PP,-CON,verb+3,in the past,502,502,502,502,0,0,2405,6,Jimmy Stewart was an American actor. He died in Beverly Hills.,"He has starred in critically acclaimed film productions in the past, no doubt."
P274,190,49,dead,PP,-CON,verb+4,no doubt.,NA,NA,NA,0,0,0,2405,6,Jimmy Stewart was an American actor. He died in Beverly Hills.,"He has starred in critically acclaimed film productions in the past, no doubt."
P274,192,69,dead,PP,-CON,verb-1,She,306,306,306,306,0,0,3821,7,Virginia Woolf was a British author. She died in East Sussex.,"She has written well-known literary works in the past, apparently."
P274,192,69,dead,PP,-CON,verb,has written,178,178,1057,178,1,0,3821,7,Virginia Woolf was a British author. She died in East Sussex.,"She has written well-known literary works in the past, apparently."
P274,192,69,dead,PP,-CON,verb+1,well-known,173,173,173,173,0,0,3821,7,Virginia Woolf was a British author. She died in East Sussex.,"She has written well-known literary works in the past, apparently."
P274,192,69,dead,PP,-CON,verb+2,literary works,488,488,1059,282,1,0,3821,7,Virginia Woolf was a British author. She died in East Sussex.,"She has written well-known literary works in the past, apparently."
P274,192,69,dead,PP,-CON,verb+3,in the past,181,1919,469,181,0,1,3821,7,Virginia Woolf was a British author. She died in East Sussex.,"She has written well-known literary works in the past, apparently."
P274,192,69,dead,PP,-CON,verb+4,apparently.,NA,NA,NA,0,0,0,3821,7,Virginia Woolf was a British author. She died in East Sussex.,"She has written well-known literary works in the past, apparently."
P274,195,33,dead,PP,-CON,verb-1,He,NA,NA,NA,0,0,0,2111,6,Stephen Hawking was a British author. He died in Cambridge.,"He has released well-received bestsellers in the past, so it's said."
